timestamp,altitude,cadence,distance,enhanced_altitude,enhanced_speed,heart_rate,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,temperature,speed_kmh
2025-02-22 01:15:53,31.399999999999977,,0.0,31.399999999999977,5.704,145.0,,,,384199227,1416219900,,,,5.704,9,20.534399999999998
2025-02-22 01:15:54,31.399999999999977,,5.67,31.399999999999977,5.376,145.0,,,,384199826,1416219764,,,,5.376,9,19.3536
2025-02-22 01:15:56,31.0,,17.36,31.0,5.864,152.0,,,,384201037,1416219376,,,,5.864,9,21.1104
2025-02-22 01:15:57,30.799999999999955,,23.29,30.799999999999955,6.014,154.0,,,,384201650,1416219168,,,,6.014,9,21.6504
2025-02-22 01:15:58,30.600000000000023,,29.29,30.600000000000023,6.409,155.0,,,,384202293,1416219109,,,,6.409,9,23.0724
2025-02-22 01:15:59,30.399999999999977,,37.6,30.399999999999977,5.995,156.0,,,,384203073,1416219622,,,,5.995,9,21.582
2025-02-22 01:16:00,30.399999999999977,,42.35,30.399999999999977,5.995,157.0,,,,384203483,1416219982,,,,5.995,9,21.582
2025-02-22 01:16:01,30.399999999999977,,51.15,30.399999999999977,6.475,157.0,,,,384203983,1416220930,,,,6.475,9,23.31
2025-02-22 01:16:02,30.399999999999977,,59.59,30.399999999999977,6.526,158.0,,,,384204375,1416221897,,,,6.526,9,23.4936
2025-02-22 01:16:05,30.399999999999977,,81.88,30.399999999999977,6.698,158.0,,,,384205259,1416224528,,,,6.698,9,24.112800000000004
2025-02-22 01:16:06,30.399999999999977,,88.77,30.399999999999977,6.775,160.0,,,,384205559,1416225328,,,,6.775,9,24.39
2025-02-22 01:16:07,30.399999999999977,,95.69,30.399999999999977,7.005,160.0,,,,384205856,1416226133,,,,7.005,9,25.218
2025-02-22 01:16:08,30.399999999999977,,102.88,30.399999999999977,7.447,160.0,,,,384206143,1416226982,,,,7.447,9,26.8092
2025-02-22 01:16:09,30.399999999999977,,110.35,30.399999999999977,7.477,161.0,,,,384206431,1416227868,,,,7.477,9,26.9172
2025-02-22 01:16:10,30.399999999999977,,118.01,30.399999999999977,7.613,161.0,,,,384206719,1416228780,,,,7.613,9,27.4068
