timestamp,altitude,cadence,distance,enhanced_altitude,enhanced_speed,heart_rate,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,temperature,speed_kmh
2025-07-12 10:25:46,,,0.0,,5.663,131,,,,380955502,1417985628,,,,5.663,26,20.3868
2025-07-12 10:25:47,,,5.98,,6.133,131,,,,380955647,1417986365,,,,6.133,26,22.0788
2025-07-12 10:25:48,,,11.97,,6.209,132,,,,380955826,1417987094,,,,6.209,26,22.3524
2025-07-12 10:25:50,,,24.05,,6.302,132,,,,380956236,1417988546,,,,6.302,26,22.6872
2025-07-12 10:25:54,,,46.99,,5.99,134,,,,380956683,1417991396,,,,5.99,26,21.564
2025-07-12 10:25:58,,,70.33,,5.653,134,,,,380957171,1417994289,,,,5.653,26,20.3508
2025-07-12 10:26:00,,,81.24,,5.409,152,,,,380957573,1417995587,,,,5.409,26,19.4724
2025-07-12 10:26:08,,,116.78,,4.12,142,,,,380958834,1417999836,,,,4.12,26,14.832
2025-07-12 10:26:16,,,139.99,,1.67,137,,,,380959862,1418002501,,,,1.67,26,6.012
2025-07-12 10:26:23,,,143.55,,0.0,133,,,,380959326,1418002834,,,,0.0,26,0.0
2025-07-12 10:26:41,,,147.9,,4.071,124,,,,380960004,1418004543,,,,4.071,26,14.6556
2025-07-12 10:26:48,,,194.01,,6.629,142,,,,380962142,1418009806,,,,6.629,26,23.8644
2025-07-12 10:26:49,,,201.29,,7.003,142,,,,380962412,1418010671,,,,7.003,26,25.210800000000003
2025-07-12 10:26:50,,,208.88,,7.275,141,,,,380962684,1418011578,,,,7.275,26,26.19
2025-07-12 10:26:51,,,216.74,,7.39,141,,,,380962968,1418012515,,,,7.39,26,26.604
2025-07-12 10:26:52,,,224.67,,7.441,143,,,,380963259,1418013459,,,,7.441,26,26.7876
2025-07-12 10:26:53,,,232.56,,7.388,143,,,,380963544,1418014400,,,,7.388,27,26.5968
2025-07-12 10:27:01,,,289.56,,6.987,141,,,,380965471,1418021250,,,,6.987,27,25.153200000000002
2025-07-12 10:27:06,,,326.67,,7.575,142,,,,380966857,1418025653,,,,7.575,27,27.27
2025-07-12 10:27:07,,,334.69,,7.757,142,,,,380967153,1418026608,,,,7.757,27,27.9252
2025-07-12 10:27:08,,,342.94,,7.819,142,,,,380967447,1418027593,,,,7.819,27,28.1484
2025-07-12 10:27:09,,,350.92,,7.867,142,,,,380967735,1418028545,,,,7.867,27,28.3212
2025-07-12 10:27:12,-7.0,,373.84,-7.0,7.432,145,,,,380968710,1418031210,,,,7.432,27,26.755200000000002
2025-07-12 10:27:20,-7.600000000000023,,428.45,-7.600000000000023,5.191,146,,,,380971257,1418037437,,,,5.191,27,18.6876
2025-07-12 10:27:24,-8.0,,438.24,-8.0,1.259,144,,,,380971930,1418038308,,,,1.259,27,4.5324
2025-07-12 10:27:28,-8.199999999999989,,438.24,-8.199999999999989,0.0,141,,,,380971935,1418037893,,,,0.0,27,0.0
2025-07-12 10:27:41,-8.0,,468.24,-8.0,4.651,138,,,,380973480,1418042159,,,,4.651,27,16.7436
2025-07-12 10:27:49,-7.600000000000023,,524.25,-7.600000000000023,7.584,139,,,,380975775,1418048715,,,,7.584,27,27.3024
2025-07-12 10:27:52,-7.399999999999977,,548.48,-7.399999999999977,7.902,139,,,,380976707,1418051579,,,,7.902,27,28.447200000000002
2025-07-12 10:27:56,-7.0,,580.37,-7.0,7.859,140,,,,380978060,1418055286,,,,7.859,27,28.2924
2025-07-12 10:28:00,-6.800000000000011,,612.52,-6.800000000000011,7.853,153,,,,380979192,1418059134,,,,7.853,27,28.2708
2025-07-12 10:28:02,-6.600000000000023,,628.87,-6.600000000000023,7.984,153,,,,380979783,1418061083,,,,7.984,27,28.7424
2025-07-12 10:28:03,-6.600000000000023,,637.16,-6.600000000000023,8.109,153,,,,380980081,1418062072,,,,8.109,27,29.1924
