timestamp,altitude,cadence,distance,enhanced_altitude,enhanced_speed,heart_rate,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,temperature,speed_kmh
2025-08-14 01:43:11,28.600000000000023,,0.0,28.600000000000023,6.677,158,,,,384178157,1416179717,,,,6.677,29,24.0372
2025-08-14 01:43:12,28.799999999999955,,7.23,28.799999999999955,7.027,159,,,,384177479,1416180166,,,,7.027,29,25.2972
2025-08-14 01:43:13,29.0,,14.59,29.0,7.211,160,,,,384176776,1416180596,,,,7.211,29,25.959600000000002
2025-08-14 01:43:14,29.0,,21.93,29.0,7.137,161,,,,384176072,1416181018,,,,7.137,29,25.693199999999997
2025-08-14 01:43:15,29.399999999999977,,32.91,29.399999999999977,7.074,162,,,,384175021,1416181652,,,,7.074,29,25.4664
2025-08-14 01:43:16,29.399999999999977,,42.69,29.399999999999977,7.001,163,,,,384174069,1416182179,,,,7.001,29,25.2036
2025-08-14 01:43:17,29.600000000000023,,51.52,29.600000000000023,7.171,163,,,,384173219,1416182678,,,,7.171,29,25.8156
2025-08-14 01:43:19,29.600000000000023,,67.04,29.600000000000023,7.222,164,,,,384171774,1416183662,,,,7.222,29,25.999200000000002
2025-08-14 01:43:20,29.799999999999955,,74.32,29.799999999999955,7.298,164,,,,384171099,1416184130,,,,7.298,29,26.2728
2025-08-14 01:43:24,30.399999999999977,,102.67,30.399999999999977,6.861,164,,,,384168482,1416185974,,,,6.861,29,24.6996
2025-08-14 01:43:25,30.600000000000023,,109.56,30.600000000000023,6.677,164,,,,384167828,1416186386,,,,6.677,29,24.0372
2025-08-14 01:43:26,30.799999999999955,,116.47,30.799999999999955,6.541,164,,,,384167160,1416186770,,,,6.541,29,23.547600000000003
2025-08-14 01:43:27,31.0,,123.36,31.0,6.605,164,,,,384166489,1416187137,,,,6.605,29,23.778000000000002
2025-08-14 01:43:28,31.200000000000045,,130.2,31.200000000000045,6.576,165,,,,384165819,1416187498,,,,6.576,29,23.6736
2025-08-14 01:43:31,32.0,,150.32,32.0,6.646,167,,,,384163908,1416188690,,,,6.646,29,23.9256
2025-08-14 01:43:32,32.200000000000045,,156.86,32.200000000000045,6.343,167,,,,384163309,1416189125,,,,6.343,29,22.8348
2025-08-14 01:43:33,32.60000000000002,,163.23,32.60000000000002,6.161,166,,,,384162734,1416189565,,,,6.161,29,22.1796
2025-08-14 01:43:34,32.799999999999955,,169.42,32.799999999999955,5.872,167,,,,384162194,1416190023,,,,5.872,29,21.1392
2025-08-14 01:43:35,33.200000000000045,,175.12,33.200000000000045,5.333,167,,,,384161782,1416190559,,,,5.333,29,19.198800000000002
2025-08-14 01:43:36,33.39999999999998,,180.06,33.39999999999998,5.231,167,,,,384161622,1416191158,,,,5.231,29,18.8316
2025-08-14 01:43:37,33.60000000000002,,185.36,33.60000000000002,6.046,169,,,,384161738,1416191818,,,,6.046,29,21.765600000000003
2025-08-14 01:43:42,34.39999999999998,,219.71,34.39999999999998,5.722,167,,,,384163526,1416195627,,,,5.722,29,20.599200000000003
2025-08-14 01:43:43,34.200000000000045,,225.46,34.200000000000045,5.042,168,,,,384163601,1416196353,,,,5.042,29,18.1512
2025-08-14 01:43:45,34.0,,234.25,34.0,3.785,168,,,,384163098,1416197264,,,,3.785,29,13.626000000000001
2025-08-14 01:43:48,33.799999999999955,,240.97,33.799999999999955,0.0,167,,,,384162240,1416197572,,,,0.0,29,0.0
2025-08-14 01:43:51,33.799999999999955,,240.97,33.799999999999955,0.0,166,,,,384162207,1416197364,,,,0.0,29,0.0
2025-08-14 01:43:57,33.799999999999955,,244.41,33.799999999999955,3.164,162,,,,384161289,1416197977,,,,3.164,29,11.390400000000001
2025-08-14 01:44:01,34.200000000000045,,260.4,34.200000000000045,4.491,162,,,,384159934,1416199199,,,,4.491,29,16.1676
2025-08-14 01:44:04,34.799999999999955,,273.87,34.799999999999955,4.267,163,,,,384158514,1416199367,,,,4.267,30,15.361200000000002
2025-08-14 01:44:06,35.200000000000045,,282.97,35.200000000000045,4.783,162,,,,384157715,1416198735,,,,4.783,30,17.2188
2025-08-14 01:44:14,36.0,,330.16,36.0,6.9,162,,,,384155502,1416193354,,,,6.9,30,24.840000000000003
2025-08-14 01:44:17,36.0,,352.42,36.0,7.846,163,,,,384154295,1416190913,,,,7.846,30,28.2456
2025-08-14 01:44:21,36.200000000000045,,384.17,36.200000000000045,7.982,164,,,,384152581,1416187425,,,,7.982,30,28.735200000000003
2025-08-14 01:44:23,36.200000000000045,,400.47,36.200000000000045,8.289,164,,,,384151687,1416185645,,,,8.289,30,29.8404
2025-08-14 01:44:24,36.39999999999998,,409.1,36.39999999999998,9.116,164,,,,384151220,1416184698,,,,9.116,30,32.8176
2025-08-14 01:44:32,36.60000000000002,,478.92,36.60000000000002,8.587,164,,,,384147501,1416176994,,,,8.587,30,30.9132
2025-08-14 01:44:40,37.0,,549.29,37.0,8.672,161,,,,384143798,1416169204,,,,8.672,30,31.219200000000004
2025-08-14 01:44:48,37.0,,620.08,37.0,8.749,163,,,,384140134,1416161326,,,,8.749,30,31.4964
2025-08-14 01:44:56,37.0,,689.42,37.0,8.338,165,,,,384136503,1416153634,,,,8.338,30,30.016799999999996
2025-08-14 01:44:59,37.0,,714.45,37.0,8.568,165,,,,384135197,1416150855,,,,8.568,31,30.8448
2025-08-14 01:45:06,36.799999999999955,,775.43,36.799999999999955,8.587,165,,,,384132036,1416144070,,,,8.587,31,30.9132
2025-08-14 01:45:09,37.0,,801.44,37.0,8.52,166,,,,384131206,1416140924,,,,8.52,31,30.672
2025-08-14 01:45:16,37.0,,860.73,37.0,8.368,166,,,,384130228,1416133490,,,,8.368,31,30.1248
2025-08-14 01:45:19,37.39999999999998,,885.99,37.39999999999998,8.466,166,,,,384130691,1416130338,,,,8.466,31,30.4776
2025-08-14 01:45:27,37.200000000000045,,953.78,37.200000000000045,8.673,167,,,,384132835,1416122112,,,,8.673,31,31.2228
2025-08-14 01:45:31,36.799999999999955,,989.36,36.799999999999955,9.143,165,,,,384133975,1416117798,,,,9.143,31,32.91480000000001
2025-08-14 01:45:32,36.60000000000002,,998.62,36.60000000000002,9.335,165,,,,384134286,1416116681,,,,9.335,31,33.606
2025-08-14 01:45:33,36.39999999999998,,1008.09,36.39999999999998,9.615,165,,,,384134610,1416115540,,,,9.615,31,34.614000000000004
2025-08-14 01:45:34,36.39999999999998,,1017.82,36.39999999999998,9.849,164,,,,384134948,1416114371,,,,9.849,31,35.4564
2025-08-14 01:45:39,35.799999999999955,,1067.27,35.799999999999955,9.893,164,,,,384136661,1416108426,,,,9.893,31,35.6148
2025-08-14 01:45:41,35.60000000000002,,1087.27,35.60000000000002,10.198,164,,,,384137337,1416106014,,,,10.198,31,36.7128
2025-08-14 01:45:42,35.200000000000045,,1097.45,35.200000000000045,10.282,164,,,,384137672,1416104783,,,,10.282,31,37.0152
2025-08-14 01:45:43,35.0,,1107.77,35.0,10.415,165,,,,384137999,1416103530,,,,10.415,31,37.494
2025-08-14 01:45:44,34.799999999999955,,1118.19,34.799999999999955,10.482,165,,,,384138323,1416102263,,,,10.482,31,37.7352
2025-08-14 01:45:45,34.39999999999998,,1128.73,34.39999999999998,10.618,165,,,,384138670,1416100989,,,,10.618,31,38.2248
2025-08-14 01:45:46,34.0,,1139.43,34.0,10.828,165,,,,384139022,1416099694,,,,10.828,31,38.9808
2025-08-14 01:45:47,33.60000000000002,,1150.33,33.60000000000002,11.015,165,,,,384139375,1416098374,,,,11.015,31,39.654
2025-08-14 01:45:48,33.39999999999998,,1161.44,33.39999999999998,11.139,165,,,,384139745,1416097031,,,,11.139,31,40.1004
2025-08-14 01:45:49,33.0,,1172.7,33.0,11.234,165,,,,384140133,1416095676,,,,11.234,31,40.4424
2025-08-14 01:45:53,31.799999999999955,,1217.69,31.799999999999955,11.093,165,,,,384141550,1416090220,,,,11.093,31,39.9348
2025-08-14 01:45:55,31.200000000000045,,1239.59,31.200000000000045,10.649,164,,,,384141849,1416087464,,,,10.649,31,38.3364
2025-08-14 01:45:56,30.799999999999955,,1250.19,30.799999999999955,10.532,164,,,,384141747,1416086123,,,,10.532,31,37.9152
2025-08-14 01:45:57,30.399999999999977,,1260.57,30.399999999999977,10.422,163,,,,384141382,1416084878,,,,10.422,31,37.519200000000005
2025-08-14 01:45:58,30.200000000000045,,1270.8,30.200000000000045,10.332,163,,,,384140684,1416083875,,,,10.332,31,37.19520000000001
2025-08-14 01:46:00,30.200000000000045,,1292.66,30.200000000000045,10.388,163,,,,384138629,1416082544,,,,10.388,31,37.3968
2025-08-14 01:46:05,29.200000000000045,,1347.51,29.200000000000045,10.523,166,,,,384133374,1416079397,,,,10.523,31,37.8828
2025-08-14 01:46:13,29.200000000000045,,1430.71,29.200000000000045,10.293,170,,,,384125898,1416073600,,,,10.293,31,37.0548
2025-08-14 01:46:18,29.799999999999955,,1481.34,29.799999999999955,9.626,171,,,,384121340,1416070086,,,,9.626,31,34.6536
2025-08-14 01:46:26,30.200000000000045,,1558.51,30.200000000000045,10.008,169,,,,384114497,1416064547,,,,10.008,31,36.0288
2025-08-14 01:46:30,30.399999999999977,,1599.21,30.399999999999977,10.273,172,,,,384110826,1416061736,,,,10.273,31,36.9828
2025-08-14 01:46:32,30.600000000000023,,1619.99,30.600000000000023,10.361,173,,,,384108928,1416060344,,,,10.361,31,37.299600000000005
2025-08-14 01:46:33,30.799999999999955,,1630.43,30.799999999999955,10.373,174,,,,384107973,1416059647,,,,10.373,31,37.3428
2025-08-14 01:46:34,31.0,,1640.87,31.0,10.384,175,,,,384107024,1416058941,,,,10.384,31,37.382400000000004
2025-08-14 01:46:35,31.0,,1651.31,31.0,10.403,177,,,,384106070,1416058241,,,,10.403,31,37.4508
2025-08-14 01:46:38,31.399999999999977,,1682.07,31.399999999999977,10.025,178,,,,384103182,1416056340,,,,10.025,31,36.09
2025-08-14 01:46:39,31.399999999999977,,1692.06,31.399999999999977,9.926,179,,,,384102222,1416055773,,,,9.926,31,35.7336
2025-08-14 01:46:43,31.799999999999955,,1731.85,31.799999999999955,9.878,180,,,,384098355,1416053620,,,,9.878,31,35.5608
2025-08-14 01:46:44,31.799999999999955,,1741.61,31.799999999999955,9.767,179,,,,384097416,1416053066,,,,9.767,32,35.1612
2025-08-14 01:46:49,31.799999999999955,,1788.32,31.799999999999955,9.029,177,,,,384092671,1416051146,,,,9.029,32,32.504400000000004
2025-08-14 01:46:57,31.0,,1857.42,31.0,8.34,176,,,,384085458,1416049058,,,,8.34,32,30.024
2025-08-14 01:47:05,29.0,,1921.37,29.0,7.772,175,,,,384078925,1416046539,,,,7.772,32,27.979200000000002
2025-08-14 01:47:12,28.399999999999977,,1974.45,28.399999999999977,7.251,174,,,,384073778,1416043639,,,,7.251,32,26.1036
2025-08-14 01:47:20,28.200000000000045,,2030.09,28.200000000000045,6.621,169,,,,384068561,1416040191,,,,6.621,32,23.835600000000003
2025-08-14 01:47:25,28.799999999999955,,2062.47,28.799999999999955,6.59,165,,,,384065442,1416038396,,,,6.59,32,23.724
2025-08-14 01:47:27,28.799999999999955,,2075.01,28.799999999999955,6.264,164,,,,384064106,1416038489,,,,6.264,32,22.5504
2025-08-14 01:47:29,28.799999999999955,,2086.93,28.799999999999955,5.215,162,,,,384062849,1416038758,,,,5.215,32,18.774
2025-08-14 01:47:30,28.799999999999955,,2091.14,28.799999999999955,4.091,159,,,,384062413,1416038615,,,,4.091,32,14.7276
2025-08-14 01:47:31,28.600000000000023,,2093.98,28.600000000000023,3.601,159,,,,384062262,1416038301,,,,3.601,32,12.9636
2025-08-14 01:47:34,28.399999999999977,,2106.66,28.399999999999977,5.128,158,,,,384062991,1416036945,,,,5.128,32,18.460800000000003
2025-08-14 01:47:36,28.399999999999977,,2119.27,28.399999999999977,7.299,158,,,,384063096,1416035363,,,,7.299,32,26.276400000000002
2025-08-14 01:47:38,28.600000000000023,,2135.47,28.600000000000023,8.523,158,,,,384062456,1416033459,,,,8.523,32,30.6828
2025-08-14 01:47:42,28.799999999999955,,2171.17,28.799999999999955,8.365,161,,,,384059942,1416030045,,,,8.365,32,30.114
2025-08-14 01:47:49,28.600000000000023,,2235.69,28.600000000000023,9.706,167,,,,384055550,1416023713,,,,9.706,32,34.9416
2025-08-14 01:47:57,28.600000000000023,,2314.24,28.600000000000023,9.68,171,,,,384050420,1416015789,,,,9.68,32,34.848
2025-08-14 01:48:04,28.399999999999977,,2382.2,28.399999999999977,9.527,174,,,,384046119,1416008818,,,,9.527,33,34.2972
2025-08-14 01:48:09,28.0,,2430.04,28.0,9.643,173,,,,384042548,1416004455,,,,9.643,33,34.714800000000004
2025-08-14 01:48:13,28.200000000000045,,2468.2,28.200000000000045,9.452,172,,,,384039243,1416001592,,,,9.452,33,34.0272
2025-08-14 01:48:20,28.0,,2532.5,28.0,9.004,173,,,,384033275,1415997479,,,,9.004,33,32.4144
2025-08-14 01:48:25,28.200000000000045,,2576.34,28.200000000000045,8.676,173,,,,384028996,1415995161,,,,8.676,33,31.233600000000003
2025-08-14 01:48:29,28.600000000000023,,2611.53,28.600000000000023,8.72,174,,,,384025558,1415993314,,,,8.72,33,31.392000000000003
2025-08-14 01:48:37,29.0,,2680.89,29.0,8.569,176,,,,384018420,1415990783,,,,8.569,33,30.848400000000005
2025-08-14 01:48:45,29.799999999999955,,2746.57,29.799999999999955,7.996,178,,,,384011589,1415988680,,,,7.996,33,28.785600000000002
