timestamp,altitude,cadence,distance,enhanced_altitude,enhanced_speed,heart_rate,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,temperature,speed_kmh
2024-11-10 06:06:18,,,0.0,,4.762,116,,,,384156635,1416196128,,,,4.762,23,17.1432
2024-11-10 06:06:29,,,0.0,,4.995,115,,,,384156355,1416195557,,,,4.995,23,17.982
2024-11-10 06:06:30,,,5.35,,5.165,115,,,,384156075,1416194964,,,,5.165,23,18.594
2024-11-10 06:06:31,,,10.8,,5.296,114,,,,384155794,1416194355,,,,5.296,23,19.0656
2024-11-10 06:06:32,,,16.47,,5.613,113,,,,384155496,1416193727,,,,5.613,23,20.2068
2024-11-10 06:06:33,,,22.29,,5.74,112,,,,384155198,1416193076,,,,5.74,23,20.664
2024-11-10 06:06:34,,,28.28,,5.971,111,,,,384154883,1416192413,,,,5.971,23,21.4956
2024-11-10 06:06:35,,,34.42,,6.096,111,,,,384154541,1416191746,,,,6.096,23,21.945600000000002
2024-11-10 06:06:36,,,40.68,,6.195,113,,,,384154196,1416191064,,,,6.195,23,22.302000000000003
2024-11-10 06:06:38,,,53.31,,6.206,116,,,,384153512,1416189679,,,,6.206,23,22.341600000000003
2024-11-10 06:06:40,,,65.9,,6.193,118,,,,384152807,1416188315,,,,6.193,23,22.2948
2024-11-10 06:06:41,,,72.19,,6.233,120,,,,384152443,1416187641,,,,6.233,23,22.4388
2024-11-10 06:06:42,,,78.54,,6.372,123,,,,384152081,1416186956,,,,6.372,23,22.9392
2024-11-10 06:06:43,,,84.99,,6.524,125,,,,384151732,1416186249,,,,6.524,23,23.4864
2024-11-10 06:06:44,,,91.46,,6.553,125,,,,384151373,1416185545,,,,6.553,23,23.5908
2024-11-10 06:06:45,,,98.06,,6.66,126,,,,384150999,1416184831,,,,6.66,23,23.976000000000003
2024-11-10 06:06:46,,,104.76,,6.741,128,,,,384150644,1416184092,,,,6.741,23,24.267599999999998
2024-11-10 06:06:47,,,111.54,,6.768,129,,,,384150305,1416183329,,,,6.768,23,24.3648
2024-11-10 06:06:48,,,118.44,,6.915,129,,,,384149943,1416182563,,,,6.915,23,24.894000000000002
2024-11-10 06:06:49,,,125.47,,6.994,131,,,,384149588,1416181776,,,,6.994,23,25.1784
2024-11-10 06:06:50,,,132.48,,6.878,132,,,,384149225,1416180996,,,,6.878,23,24.7608
2024-11-10 06:06:51,,,139.48,,6.922,133,,,,384148861,1416180218,,,,6.922,23,24.9192
2024-11-10 06:06:52,26.600000000000023,,146.48,26.600000000000023,6.982,133,,,,384148494,1416179442,,,,6.982,23,25.1352
2024-11-10 06:06:58,26.600000000000023,,188.33,26.600000000000023,7.109,132,,,,384146301,1416174803,,,,7.109,23,25.5924
