timestamp,altitude,cadence,distance,enhanced_altitude,enhanced_speed,heart_rate,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,temperature,speed_kmh
2024-11-23 03:07:18,24.200000000000045,,0.0,24.200000000000045,4.092,,,,,384249324,1416392777,,,,4.092,13,14.7312
2024-11-23 03:07:19,24.399999999999977,,4.43,24.399999999999977,4.701,,,,,384249333,1416393340,,,,4.701,13,16.9236
2024-11-23 03:07:22,24.600000000000023,,18.33,24.600000000000023,4.849,,,,,384249349,1416395106,,,,4.849,13,17.456400000000002
2024-11-23 03:07:23,24.799999999999955,,23.28,24.799999999999955,4.98,,,,,384249355,1416395734,,,,4.98,13,17.928
2024-11-23 03:07:24,24.799999999999955,,28.41,24.799999999999955,5.107,,,,,384249378,1416396386,,,,5.107,13,18.3852
2024-11-23 03:07:25,24.799999999999955,,33.67,24.799999999999955,5.155,,,,,384249395,1416397054,,,,5.155,13,18.558
2024-11-23 03:07:27,25.0,,44.28,25.0,4.966,,,,,384249330,1416398397,,,,4.966,13,17.8776
2024-11-23 03:07:28,25.200000000000045,,49.39,25.200000000000045,4.742,,,,,384249220,1416399033,,,,4.742,13,17.0712
2024-11-23 03:07:29,25.200000000000045,,54.28,25.200000000000045,4.647,,,,,384249073,1416399630,,,,4.647,13,16.729200000000002
2024-11-23 03:07:30,25.399999999999977,,58.98,25.399999999999977,4.45,,,,,384248913,1416400196,,,,4.45,13,16.02
2024-11-23 03:07:31,25.600000000000023,,63.53,25.600000000000023,4.342,,,,,384248758,1416400744,,,,4.342,13,15.6312
2024-11-23 03:07:32,25.600000000000023,,68.03,25.600000000000023,4.392,,,,,384248604,1416401286,,,,4.392,13,15.811200000000001
2024-11-23 03:07:40,25.600000000000023,,87.71,25.600000000000023,2.086,,,,,384248055,1416403692,,,,2.086,13,7.5096
2024-11-23 03:07:48,25.200000000000045,,107.36,25.200000000000045,2.26,,,,,384247125,1416405929,,,,2.26,13,8.136
2024-11-23 03:07:56,25.0,,125.26,25.0,1.518,,,,,384246434,1416408031,,,,1.518,13,5.4648
2024-11-23 03:08:00,25.0,,131.35,25.0,1.353,,,,,384246750,1416408679,,,,1.353,13,4.8708
2024-11-23 03:08:04,25.0,,136.94,25.0,1.393,,,,,384247318,1416408673,,,,1.393,13,5.0148
2024-11-23 03:08:07,25.0,,141.11,25.0,1.27,,,,,384247421,1416408189,,,,1.27,13,4.572
2024-11-23 03:08:13,25.0,,150.48,25.0,1.311,,,,,384246752,1416407344,,,,1.311,13,4.7196
2024-11-23 03:08:16,25.0,,153.25,25.0,1.239,,,,,384246956,1416407426,,,,1.239,13,4.460400000000001
2024-11-23 03:08:21,25.200000000000045,,162.62,25.200000000000045,3.142,,,,,384246132,1416408023,,,,3.142,13,11.3112
2024-11-23 03:08:25,25.200000000000045,,172.53,25.200000000000045,3.27,,,,,384245858,1416409216,,,,3.27,13,11.772
2024-11-23 03:08:27,25.200000000000045,,179.58,25.200000000000045,3.47,,,,,384246231,1416409979,,,,3.47,13,12.492
2024-11-23 03:08:31,25.399999999999977,,195.03,25.399999999999977,3.529,,,,,384247757,1416410710,,,,3.529,13,12.7044
2024-11-23 03:08:39,25.799999999999955,,223.09,25.799999999999955,3.159,,,,,384250708,1416411430,,,,3.159,13,11.372399999999999
